title,image,productlink,category,colour,gender,price
Leriya Fashion Textured Shirts for Men || Casual Shirt for Men || Shirt for Men|| Men Stylish Shirt || Men Fancy Shirt || Men Full Sleeve Shirt || Plain Shirts for Men,https://m.media-amazon.com/images/I/41agOAOGI2L.jpg,https://www.amazon.in/Leriya-Fashion-Textured-Stylish-LF-MS-6134-L-White/dp/B0CM12DJRG/ref=sr_1_45?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-45,tshirts,white,men,449.0
Allen Solly Men's Shirt,https://m.media-amazon.com/images/I/31oxazk0upL.jpg,https://www.amazon.in/Allen-Solly-Geometric-Regular-ASSFWMOFI31587_White_40/dp/B07DMQR8B7/ref=sr_1_44?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-44,tshirts,white,men,1039.0
Dennis Lingo Men's Checkered Slim Fit Cotton Casual Shirt,https://m.media-amazon.com/images/I/411HCOpsk7L.jpg,https://www.amazon.in/Dennis-Lingo-Checkered-Cotton-AZ751_White_L/dp/B08YNWQ3FG/ref=sr_1_43?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-43,tshirts,white,men,599.0
The Indian Garage Co White Slim Fit Striped Shirts,https://m.media-amazon.com/images/I/414yp37R5aL.jpg,https://www.amazon.in/Indian-Garage-Co-Shirt-0619-SH04-04/dp/B087S7688N/ref=sr_1_42?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-42,tshirts,white,men,528.0
Peter England Men Shirt,https://m.media-amazon.com/images/I/31XTXug3RoL.jpg,https://www.amazon.in/Peter-England-Solid-Shirt-PESFOSLP66910142_White/dp/B0BBMJDGJB/ref=sr_1_41?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-41,tshirts,white,men,769.0
Veirdo? Pure Cotton Oversized Loose Baggy Fit Drop Shoulder Round Neck Stay Stong Back Graphic Printed Black Half Sleeves T-Shirt for Men,https://m.media-amazon.com/images/I/41UJR0EO-uL.jpg,https://www.amazon.in/Veirdo-Oversized-Relaxed-Paisley-Printed/dp/B0B65KR3HS/ref=sr_1_40?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-40,tshirts,white,men,299.0
U.S. POLO ASSN. Men's Regular Fit Shirt,https://m.media-amazon.com/images/I/31wC8opC2TL.jpg,https://www.amazon.in/U-S-POLO-ASSN-Regular-USSHTFX0006_White/dp/B0BJ287KHQ/ref=sr_1_39?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-39,tshirts,white,men,1594.0
BE ACTIVE Men's Solid Slim Fit Cotton Formal Shirts || Men Stylish Shirt || Spread Collar & Full Sleeves || Timeless Style & Comfort,https://m.media-amazon.com/images/I/31uRm9fkFqL.jpg,https://www.amazon.in/BE-ACTIVE-Regular-Formal-RF0005_White/dp/B0BP1H7XMC/ref=sr_1_38?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-38,tshirts,white,men,299.0
Amazon Brand - Symbol Men Formal Shirt,https://m.media-amazon.com/images/I/31A6-XFOy0L.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Regular-AW17MFS229_White_42/dp/B076X38QKR/ref=sr_1_37?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-37,tshirts,white,men,599.0
"Van Heusen Athleisure Men T-Shirt - Cotton Rich - Smart Tech, Easy Stain Release, Anti Stat, Ultra Soft, Moisture Wicking",https://m.media-amazon.com/images/I/31KTVGaLbxL.jpg,https://www.amazon.in/Van-Heusen-Athleisure-Regular-60035_White_Large/dp/B07RC1G2T6/ref=sr_1_36?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-36,tshirts,white,men,500.0
GRECIILOOKS Men Casual Shirt,https://m.media-amazon.com/images/I/41TolyIidpL.jpg,https://www.amazon.in/GRECIILOOKS-Regular-Casual-Shirt-GL-MS-6130_White/dp/B0CR9ZSYBL/ref=sr_1_35?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-35,tshirts,white,men,449.0
Lymio Casual Shirt for Men|| Shirt for Men|| Men Stylish Shirt || Men Printed Shirt (Mistry),https://m.media-amazon.com/images/I/41cfhCEgCDL.jpg,https://www.amazon.in/Lymio-Casual-Stylish-Printed-Mistry/dp/B0BRKHWGTB/ref=sr_1_34?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-34,tshirts,white,men,349.0
OTUS Men's Cotton Casual Slim Fit Shirt,https://m.media-amazon.com/images/I/31zqzDCMZpL.jpg,https://www.amazon.in/OTUS-Cotton-Casual-Shirt-X-Large/dp/B08R5P9YB2/ref=sr_1_33?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-33,tshirts,white,men,418.0
U-TURN Men's Cotton Solid Formal/Semi Formal Shirt,https://m.media-amazon.com/images/I/51z89oGyJfL.jpg,https://www.amazon.in/U-TURN-Cotton-Formal-White-Blue-X-Large/dp/B0CH3DMBS5/ref=sr_1_31?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-31,tshirts,white,men,378.0
Amazon Brand - Symbol Men Cotton Solid Full Sleeve Casual Shirt (Available in Plus Size),https://m.media-amazon.com/images/I/319mAwiIFqL.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Regular-AW-SY-MCS-1127_White_Large/dp/B07CZ5MWCP/ref=sr_1_30?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-30,tshirts,white,men,549.0
EYEBOGLER Polo Neck Half Sleeve Striped Print Casual Men Tshirt,https://m.media-amazon.com/images/I/41esCBqXm6L.jpg,https://www.amazon.in/EYEBOGLER-Sleeve-Striped-Casual-Tshirt/dp/B0C3759NFB/ref=sr_1_28?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-28,tshirts,white,men,299.0
Amazon Brand - Symbol Men's Formal Shirt,https://m.media-amazon.com/images/I/31zujXbCy9L.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Regular-SS20-SYM-FS-01_EPP-1A_White/dp/B081QK31TZ/ref=sr_1_27?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-27,tshirts,white,men,597.0
Amazon Brand - Symbol Men's Cotton Solid Round Neck Regular Fit T-Shirt (Available in Plus Size),https://m.media-amazon.com/images/I/31+sHZvk4tL.jpg,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17PLSR3_M_Pure/dp/B073X4WZCW/ref=sr_1_26?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-26,tshirts,white,men,349.0
Max Men Solid Regular Fit Lounge T-Shirt,https://m.media-amazon.com/images/I/312XOJ3r6zL.jpg,https://www.amazon.in/max-Mens-Regular-T-Shirt-SU23LTSSCN01WHITE_White/dp/B0BYJWG9DZ/ref=sr_1_25?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-25,tshirts,white,men,199.0
Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),https://m.media-amazon.com/images/I/3128VYlHyyL.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Regular-AW17MPCP2_XL_White/dp/B073X3Y7D7/ref=sr_1_22?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-22,tshirts,white,men,399.0
Amazon Brand - INKAST Men's Slim Fit Casual Shirt,https://m.media-amazon.com/images/I/312I71+IqaL.jpg,https://www.amazon.in/Amazon-Brand-Inkast-Casual-S-35A_White_Large/dp/B07HH8DRVG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-19,tshirts,white,men,549.0
"Dennis Lingo Men's Solid Slim Fit Casual Shirt, Full Sleeve Shirt for Casual Wear & Formal Wear (Also Available in Plus Size)",https://m.media-amazon.com/images/I/31I7LZTrx9L.jpg,https://www.amazon.in/Dennis-Lingo-Solid-Casual-AZ301_White_M_White_M/dp/B074DGQYT2/ref=sr_1_18?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-18,tshirts,white,men,499.0
The Indian Garage Co Men's Shirt,https://m.media-amazon.com/images/I/413YLaMwHpL.jpg,https://www.amazon.in/Indian-Garage-Co-Regular-0822-SH347-01_White/dp/B0BNXNMSXW/ref=sr_1_17?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-17,tshirts,white,men,553.0
LookMark Men's Poly Cotton Digital Printed Half Sleeve Shirt,https://m.media-amazon.com/images/I/51iQvn61YbL.jpg,https://www.amazon.in/LookMark-Cotton-Stitched-Printed-Elias-XL/dp/B0BWYQSZGN/ref=sr_1_16?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-16,tshirts,white,men,299.0
Allen Solly Men's Slim Fit Shirt,https://m.media-amazon.com/images/I/419bkaPHwqL.jpg,https://www.amazon.in/Allen-Solly-Geometric-Regular-ASSFWMOFO48848_White_42/dp/B07DMQRD6F/ref=sr_1_15?dib=eyJ2IjoiMSJ9.MZ-DT2OmdyYOi1SApew31h0UK8lB5B0iC9MbczNrMb3RluqR_7j6jJSwe04iNN6uIFH-YUF_Se3bI34vs0VPfMb0PF_Ej4LHDo3S4vOnUxOaMpln3CXpkY59UtbFmcwf8-rHsVCusby3mlGnUaXN5KfLDwyIHxu9FCY2plb-pRTOj5bLlmJdcTVhFJ6GrWUfFbxNmbBLnjFY1GV3IAFXXGG12L_LXV_hmHzIJfiHREUNGa1mcoto8YAg8H5pd1u7-xIiMn60s1xeR0WQz5soNVBlqEKidcG-XnYwrwVIOAA.OkK4s-mwSa5Nhboco4HVvI7m0-eELVr3tUOg2XTzZi0&dib_tag=se&qid=1708849923&refinements=p_n_size_two_browse-vebin%3A1975332031&s=apparel&sr=1-15,tshirts,white,men,1049.0
